"AN_EXERCICIO","NR_PERIODO","IN_PERIODICIDADE","CO_ESFERA","CO_PODER","ID_ENTE","NO_ENTE","SG_ENTE","tipo_receita","rubrica_receita","VALUE","QT_HABITANTE","ELEMENTLABEL","dh_consulta"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.2.1.8.00.0.0 Contribuições Sociais Específicas de Estados, DF e Municípios","253261846.97","869265","1.2.1.8.00.0.0 Contribuições Sociais Específicas de Estados, DF e Municípios","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.3.0.0.00.0.0 - Receita Patrimonial","22506211.84","869265","1.3.0.0.00.0.0 - Receita Patrimonial","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.3.8.10.9.0 Outras Transferências de Convênios dos Municípios","898463.36","869265","1.7.3.8.10.9.0 Outras Transferências de Convênios dos Municípios","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.2.0.00.1.0 - Transferências dos Estados e do Distrito Federal e de suas Entidades","15512.32","869265","1.7.2.0.00.1.0 - Transferências dos Estados e do Distrito Federal e de suas Entidades","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.9.1.0.01.0.0 - Multas Previstas em Legislação Específica","20504049.06","869265","1.9.1.0.01.0.0 - Multas Previstas em Legislação Específica","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.6.9.0.99.0.0 - Outros Serviços","6970113.02","869265","1.6.9.0.99.0.0 - Outros Serviços","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.6.0.0.00.0.0 - Receita de Serviços","84299957.25","869265","1.6.0.0.00.0.0 - Receita de Serviços","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.1.8.10.0.0 Transferências de Convênios da União e de Suas Entidades","12114156.06","869265","1.7.1.8.10.0.0 Transferências de Convênios da União e de Suas Entidades","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.1.8.05.9.0 Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE","22865637.14","869265","1.7.1.8.05.9.0 Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.9.2.0.00.0.0 - Indenizações, Restituições e Ressarcimentos","20550073.13","869265","1.9.2.0.00.0.0 - Indenizações, Restituições e Ressarcimentos","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.3.1.0.01.0.0 - Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação","119456.97","869265","1.3.1.0.01.0.0 - Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.4.1.8.00.0.0 Transferências da União - Específicas de Estados, DF e Municípios","76152493.91","869265","2.4.1.8.00.0.0 Transferências da União - Específicas de Estados, DF e Municípios","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.4.1.8.03.0.0 Transferências de Recursos do Sistema Único de Saúde ¿ SUS","904890","869265","2.4.1.8.03.0.0 Transferências de Recursos do Sistema Único de Saúde ¿ SUS","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.4.1.8.03.4.0 - Transferência de Recursos do SUS ¿ Assistência Farmacêutica","904890","869265","2.4.1.8.03.4.0 - Transferência de Recursos do SUS ¿ Assistência Farmacêutica","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.2.1.3.00.0.0 Alienação de Bens Móveis e Semoventes","78564","869265","2.2.1.3.00.0.0 Alienação de Bens Móveis e Semoventes","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.4.1.8.04.2.0 - Transferências de Recursos do Sistema Único de Saúde ¿ SUS destinados à Atenção Especializada","4360911","869265","2.4.1.8.04.2.0 - Transferências de Recursos do Sistema Único de Saúde ¿ SUS destinados à Atenção Especializada","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","7.9.9.0.00.0.0 - Demais Receitas Correntes","10888625.19","869265","7.9.9.0.00.0.0 - Demais Receitas Correntes","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.1.1.8.00.0.0 Impostos Específicos de Estados, DF e Municípios","1490459097.54","869265","1.1.1.8.00.0.0 Impostos Específicos de Estados, DF e Municípios","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","7.6.3.0.00.0.0 - Serviços e Atividades Referentes à Saúde","41597060.57","869265","7.6.3.0.00.0.0 - Serviços e Atividades Referentes à Saúde","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.1.2.1.00.0.0 - Taxas pelo Exercício do Poder de Polícia","4234268.57","869265","1.1.2.1.00.0.0 - Taxas pelo Exercício do Poder de Polícia","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.1.2.2.02.0.0 - Emolumentos e Custas Judiciais","14476589.23","869265","1.1.2.2.02.0.0 - Emolumentos e Custas Judiciais","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.2.1.0.00.0.0 - Contribuições Sociais","253261846.97","869265","1.2.1.0.00.0.0 - Contribuições Sociais","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.2.1.8.01.0.0 - Contribuição do Servidor Civil para o Plano de Seguridade Social - CPSSS - Específico de EST/DF/MUN","198817057.98","869265","1.2.1.8.01.0.0 - Contribuição do Servidor Civil para o Plano de Seguridade Social - CPSSS - Específico de EST/DF/MUN","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.2.1.8.01.1.0 - CPSSS do Servidor Civil Ativo","174471127.17","869265","1.2.1.8.01.1.0 - CPSSS do Servidor Civil Ativo","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.2.1.8.03.1.0 - CPSSS Patronal - Servidor Civil Ativo","269432.72","869265","1.2.1.8.03.1.0 - CPSSS Patronal - Servidor Civil Ativo","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.2.8.00.0.0 Transferências dos Estados - Específicas de Estados, DF e Municípios","814400","869265","1.7.2.8.00.0.0 Transferências dos Estados - Específicas de Estados, DF e Municípios","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.3.8.10.0.0 Transferência de Convênios dos Municípios e de Suas Entidades","898463.36","869265","1.7.3.8.10.0.0 Transferência de Convênios dos Municípios e de Suas Entidades","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.0.0.0.00.0.0 - Receitas de Capital","149847044.07","869265","2.0.0.0.00.0.0 - Receitas de Capital","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.1.1.0.00.0.0 - Operações de Crédito - Mercado Interno","49496071.69","869265","2.1.1.0.00.0.0 - Operações de Crédito - Mercado Interno","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.1.2.0.00.0.0 - Operações de Crédito - Mercado Externo","23790000","869265","2.1.2.0.00.0.0 - Operações de Crédito - Mercado Externo","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.5.0.00.0.0 - Transferências de Outras Instituições Públicas","680521270.5","869265","1.7.5.0.00.0.0 - Transferências de Outras Instituições Públicas","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.6.1.0.02.0.0 - Inscrição em Concursos e Processos Seletivos","22397.28","869265","1.6.1.0.02.0.0 - Inscrição em Concursos e Processos Seletivos","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Deduções - FUNDEB","1.7.0.0.00.0.0 - Transferências Correntes","679593552.55","869265","1.7.0.0.00.0.0 - Transferências Correntes","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.1.8.03.2.0 - Transferência de Recursos do SUS ¿ Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar","239598214.28","869265","1.7.1.8.03.2.0 - Transferência de Recursos do SUS ¿ Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.9.2.3.99.0.0 - Outros Ressarcimentos","42587.4","869265","1.9.2.3.99.0.0 - Outros Ressarcimentos","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.9.9.0.00.0.0 - Demais Receitas Correntes","61421943.09","869265","1.9.9.0.00.0.0 - Demais Receitas Correntes","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.3.2.1.00.0.0 - Juros e Correções Monetárias","21796146.25","869265","1.3.2.1.00.0.0 - Juros e Correções Monetárias","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.3.0.0.06.0.0 - Amortização de Empréstimos Contratuais","276114.47","869265","2.3.0.0.06.0.0 - Amortização de Empréstimos Contratuais","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.4.1.0.00.0.0 - Transferências da União e de suas Entidades","76152493.91","869265","2.4.1.0.00.0.0 - Transferências da União e de suas Entidades","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","7.0.0.0.00.0.0 - Receitas Correntes","309546553.28","869265","7.0.0.0.00.0.0 - Receitas Correntes","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","7.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria","86527.5","869265","7.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","7.2.0.0.00.0.0 - Contribuições","202330037.47","869265","7.2.0.0.00.0.0 - Contribuições","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.4.1.8.04.0.0 - Transferências de Recursos do Sistema Único de Saúde ¿ SUS - Bloco Investimentos na Rede de Serviços Públicos de Saúde","4799611","869265","2.4.1.8.04.0.0 - Transferências de Recursos do Sistema Único de Saúde ¿ SUS - Bloco Investimentos na Rede de Serviços Públicos de Saúde","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.4.1.8.10.0.0 Transferência de Convênios da União e de suas Entidades","70447992.91","869265","2.4.1.8.10.0.0 Transferência de Convênios da União e de suas Entidades","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.4.1.8.10.2.0 - Transferências de Convênio da União destinadas a Programas de Educação","2894050.39","869265","2.4.1.8.10.2.0 - Transferências de Convênio da União destinadas a Programas de Educação","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.4.1.8.10.7.0 - Transferências de Convênios da União destinadas a Programas de Infraestrutura em Transporte","21319019.95","869265","2.4.1.8.10.7.0 - Transferências de Convênios da União destinadas a Programas de Infraestrutura em Transporte","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","7.9.0.0.00.0.0 - Outras Receitas Correntes","47520642.87","869265","7.9.0.0.00.0.0 - Outras Receitas Correntes","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Deduções - FUNDEB","1.1.1.0.00.0.0 - Impostos","220152704.96","869265","1.1.1.0.00.0.0 - Impostos","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","7.6.9.0.00.0.0 - Outros Serviços","12901014.49","869265","7.6.9.0.00.0.0 - Outros Serviços","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","7.7.2.0.00.0.0 - Transferências dos Estados e do Distrito Federal e de suas Entidades","4780531.09","869265","7.7.2.0.00.0.0 - Transferências dos Estados e do Distrito Federal e de suas Entidades","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.1.1.8.01.3.0 Imposto sobre Transmissão ¿Causa Mortis¿ e Doação de Bens e Direitos","4545412.66","869265","1.1.1.8.01.3.0 Imposto sobre Transmissão ¿Causa Mortis¿ e Doação de Bens e Direitos","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.9.9.0.12.2.0 - Ônus de Sucumbência","4635084.42","869265","1.9.9.0.12.2.0 - Ônus de Sucumbência","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.5.8.00.0.0 Transferências de Outras Instituições Públicas - Específicas de Estados, DF e Municípios","680521270.5","869265","1.7.5.8.00.0.0 Transferências de Outras Instituições Públicas - Específicas de Estados, DF e Municípios","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.9.1.0.00.0.0 - Multas Administrativas, Contratuais e Judiciais","20587533.37","869265","1.9.1.0.00.0.0 - Multas Administrativas, Contratuais e Judiciais","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.6.1.0.01.0.0 - Serviços Administrativos e Comerciais Gerais","26109639.15","869265","1.6.1.0.01.0.0 - Serviços Administrativos e Comerciais Gerais","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Deduções - FUNDEB","1.7.1.8.00.0.0 Transferências da União - Específicas de Estados, DF e Municípios","679593552.55","869265","1.7.1.8.00.0.0 Transferências da União - Específicas de Estados, DF e Municípios","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.1.8.01.7.0 Cota-Parte da Contribuição de Intervenção no Domínio Econômico","6546826.26","869265","1.7.1.8.01.7.0 Cota-Parte da Contribuição de Intervenção no Domínio Econômico","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.1.8.02.5.0 Cota-parte Royalties pela Participação Especial ¿ Lei nº 9.478/97, artigo 50","16139611.14","869265","1.7.1.8.02.5.0 Cota-parte Royalties pela Participação Especial ¿ Lei nº 9.478/97, artigo 50","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.1.8.10.1.0 Transferências de Convênios da União para o Sistema Único de Saúde ¿ SUS","4750006.48","869265","1.7.1.8.10.1.0 Transferências de Convênios da União para o Sistema Único de Saúde ¿ SUS","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.1.8.10.3.0 Transferências de Convênios da União Destinadas a Programas de Assistência Social","1596065.91","869265","1.7.1.8.10.3.0 Transferências de Convênios da União Destinadas a Programas de Assistência Social","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.1.8.11.0.0 Outras Transferências de Recursos Fundo a Fundo","1767027.24","869265","1.7.1.8.11.0.0 Outras Transferências de Recursos Fundo a Fundo","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.9.2.2.99.0.0 - Outras Restituições","20346621.44","869265","1.9.2.2.99.0.0 - Outras Restituições","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.3.3.1.00.0.0 - Delegação para Prestação dos Serviços de Transporte","344251.72","869265","1.3.3.1.00.0.0 - Delegação para Prestação dos Serviços de Transporte","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.2.2.0.00.0.0 - Alienação de Bens Imóveis","53800","869265","2.2.2.0.00.0.0 - Alienação de Bens Imóveis","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.3.0.0.00.0.0 - Amortização de Empréstimos","276114.47","869265","2.3.0.0.00.0.0 - Amortização de Empréstimos","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","7.2.1.8.07.0.0 - Contribuição Patronal para Previdência Militar de Estados e DF","37757298.2","869265","7.2.1.8.07.0.0 - Contribuição Patronal para Previdência Militar de Estados e DF","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I)","7100840131.72","869265","RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I)","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.0.0.0.00.0.0 - Receitas Correntes","6950993087.65","869265","1.0.0.0.00.0.0 - Receitas Correntes","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Deduções - FUNDEB","1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria","220152704.96","869265","1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","7.6.1.0.03.0.0 - Serviços de Registro, Certificação e Fiscalização","330739.29","869265","7.6.1.0.03.0.0 - Serviços de Registro, Certificação e Fiscalização","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.1.1.8.02.1.0 Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação","1413047877.27","869265","1.1.1.8.02.1.0 Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.1.0.0.00.0.0 - Operações de Crédito","73286071.69","869265","2.1.0.0.00.0.0 - Operações de Crédito","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.6.1.0.03.0.0 - Serviços de Registro, Certificação e Fiscalização","45883164.53","869265","1.6.1.0.03.0.0 - Serviços de Registro, Certificação e Fiscalização","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.0.0.00.0.0 - Transferências Correntes","4607108646.31","869265","1.7.0.0.00.0.0 - Transferências Correntes","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.1.8.01.1.0 Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal","3397205661.31","869265","1.7.1.8.01.1.0 Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.3.6.0.00.0.0 - Cessão de Direitos","246304.08","869265","1.3.6.0.00.0.0 - Cessão de Direitos","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.6.1.0.00.0.0 - Serviços Administrativos e Comerciais Gerais","77329844.23","869265","1.6.1.0.00.0.0 - Serviços Administrativos e Comerciais Gerais","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.7.1.8.03.3.0 - Transferência de Recursos do SUS ¿ Vigilância em Saúde","5370646.45","869265","1.7.1.8.03.3.0 - Transferência de Recursos do SUS ¿ Vigilância em Saúde","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.9.2.2.01.0.0 - Restituição de Convênios","81667.45","869265","1.9.2.2.01.0.0 - Restituição de Convênios","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.3.2.2.00.0.0 - Dividendos","52.82","869265","1.3.2.2.00.0.0 - Dividendos","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.4.1.8.10.9.0 - Outras Transferências de Convênios da União","35858378.03","869265","2.4.1.8.10.9.0 - Outras Transferências de Convênios da União","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.1.1.3.01.0.0 - Imposto sobre a Renda de Pessoa Física - IRPF","371969086.01","869265","1.1.1.3.01.0.0 - Imposto sobre a Renda de Pessoa Física - IRPF","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","7.6.0.0.00.0.0 - Receita de Serviços","54828814.35","869265","7.6.0.0.00.0.0 - Receita de Serviços","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","7.6.1.0.00.0.0 - Serviços Administrativos e Comerciais Gerais","330739.29","869265","7.6.1.0.00.0.0 - Serviços Administrativos e Comerciais Gerais","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Deduções - FUNDEB","1.1.1.8.01.2.0 Imposto sobre a Propriedade de Veículos Automotores","7286679.64","869265","1.1.1.8.01.2.0 Imposto sobre a Propriedade de Veículos Automotores","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Deduções - FUNDEB","1.1.1.8.02.0.0 Impostos sobre a Produção, Circulação de Mercadorias e Serviços","211957252.96","869265","1.1.1.8.02.0.0 Impostos sobre a Produção, Circulação de Mercadorias e Serviços","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Deduções - FUNDEB","1.1.1.8.02.1.0 Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação","211957252.96","869265","1.1.1.8.02.1.0 Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","1.9.9.0.12.0.0 - Encargos Legais pela Inscrição em Dívida Ativa e Receitas de Ônus de Sucumbência","4635084.42","869265","1.9.9.0.12.0.0 - Encargos Legais pela Inscrição em Dívida Ativa e Receitas de Ônus de Sucumbência","##------ Sun Mar  1 14:14:45 2026 ------##"
"2019","1","A","E","E","12","Acre","AC","Receitas Brutas Realizadas","2.2.0.0.00.0.0 - Alienação de Bens","132364","869265","2.2.0.0.00.0.0 - Alienação de Bens","##------ Sun Mar  1 14:14:45 2026 ------##"